Crash Date,crashdate,MonthDay,dayofweek,year,month,day,week,TotalDeaths
9992008,,.,,,,,,1
1012006,1/1/2006,101,Sunday,2006,1,1,2,133
1012007,1/1/2007,101,Monday,2007,1,1,1,126
1012008,1/1/2008,101,Tuesday,2008,1,1,1,96
1012009,1/1/2009,101,Thursday,2009,1,1,1,112
1012010,1/1/2010,101,Friday,2010,1,1,1,120
1012011,1/1/2011,101,Saturday,2011,1,1,1,125
1012012,1/1/2012,101,Sunday,2012,1,1,2,134
1012013,1/1/2013,101,Tuesday,2013,1,1,1,85
1012014,1/1/2014,101,Wednesday,2014,1,1,1,111
1012015,1/1/2015,101,Thursday,2015,1,1,1,113
1012016,1/1/2016,101,Friday,2016,1,1,1,103
1022006,1/2/2006,102,Monday,2006,1,2,2,92
1022007,1/2/2007,102,Tuesday,2007,1,2,1,81
1022008,1/2/2008,102,Wednesday,2008,1,2,1,59
1022009,1/2/2009,102,Friday,2009,1,2,1,89
1022010,1/2/2010,102,Saturday,2010,1,2,1,58
1022011,1/2/2011,102,Sunday,2011,1,2,2,55
1022012,1/2/2012,102,Monday,2012,1,2,2,71
1022013,1/2/2013,102,Wednesday,2013,1,2,1,55
1022014,1/2/2014,102,Thursday,2014,1,2,1,82
1022015,1/2/2015,102,Friday,2015,1,2,1,71
1022016,1/2/2016,102,Saturday,2016,1,2,1,74
1032006,1/3/2006,103,Tuesday,2006,1,3,2,96
1032007,1/3/2007,103,Wednesday,2007,1,3,1,94
1032008,1/3/2008,103,Thursday,2008,1,3,1,66
1032009,1/3/2009,103,Saturday,2009,1,3,1,127
1032010,1/3/2010,103,Sunday,2010,1,3,2,49
1032011,1/3/2011,103,Monday,2011,1,3,2,78
1032012,1/3/2012,103,Tuesday,2012,1,3,2,68
1032013,1/3/2013,103,Thursday,2013,1,3,1,87
1032014,1/3/2014,103,Friday,2014,1,3,1,74
1032015,1/3/2015,103,Saturday,2015,1,3,1,104
1032016,1/3/2016,103,Sunday,2016,1,3,2,83
1042006,1/4/2006,104,Wednesday,2006,1,4,2,89
1042007,1/4/2007,104,Thursday,2007,1,4,1,86
1042008,1/4/2008,104,Friday,2008,1,4,1,102
1042009,1/4/2009,104,Sunday,2009,1,4,2,89
1042010,1/4/2010,104,Monday,2010,1,4,2,64
1042011,1/4/2011,104,Tuesday,2011,1,4,2,75
1042012,1/4/2012,104,Wednesday,2012,1,4,2,90
1042013,1/4/2013,104,Friday,2013,1,4,1,75
1042014,1/4/2014,104,Saturday,2014,1,4,1,70
1042015,1/4/2015,104,Sunday,2015,1,4,2,57
1042016,1/4/2016,104,Monday,2016,1,4,2,88
1052006,1/5/2006,105,Thursday,2006,1,5,2,82
1052007,1/5/2007,105,Friday,2007,1,5,1,132
1052008,1/5/2008,105,Saturday,2008,1,5,1,82
1052009,1/5/2009,105,Monday,2009,1,5,2,70
1052010,1/5/2010,105,Tuesday,2010,1,5,2,65
1052011,1/5/2011,105,Wednesday,2011,1,5,2,69
1052012,1/5/2012,105,Thursday,2012,1,5,2,73
1052013,1/5/2013,105,Saturday,2013,1,5,1,62
1052014,1/5/2014,105,Sunday,2014,1,5,2,66
1052015,1/5/2015,105,Monday,2015,1,5,2,87
1052016,1/5/2016,105,Tuesday,2016,1,5,2,48
1062006,1/6/2006,106,Friday,2006,1,6,2,89
1062007,1/6/2007,106,Saturday,2007,1,6,1,124
1062008,1/6/2008,106,Sunday,2008,1,6,2,93
1062009,1/6/2009,106,Tuesday,2009,1,6,2,82
1062010,1/6/2010,106,Wednesday,2010,1,6,2,49
1062011,1/6/2011,106,Thursday,2011,1,6,2,55
1062012,1/6/2012,106,Friday,2012,1,6,2,115
1062013,1/6/2013,106,Sunday,2013,1,6,2,75
1062014,1/6/2014,106,Monday,2014,1,6,2,55
1062015,1/6/2015,106,Tuesday,2015,1,6,2,84
1062016,1/6/2016,106,Wednesday,2016,1,6,2,81
1072006,1/7/2006,107,Saturday,2006,1,7,2,110
1072007,1/7/2007,107,Sunday,2007,1,7,2,99
1072008,1/7/2008,107,Monday,2008,1,7,2,72
1072009,1/7/2009,107,Wednesday,2009,1,7,2,76
1072010,1/7/2010,107,Thursday,2010,1,7,2,76
1072011,1/7/2011,107,Friday,2011,1,7,2,76
1072012,1/7/2012,107,Saturday,2012,1,7,2,111
1072013,1/7/2013,107,Monday,2013,1,7,2,64
1072014,1/7/2014,107,Tuesday,2014,1,7,2,52
1072015,1/7/2015,107,Wednesday,2015,1,7,2,60
1072016,1/7/2016,107,Thursday,2016,1,7,2,67
1082006,1/8/2006,108,Sunday,2006,1,8,3,91
1082007,1/8/2007,108,Monday,2007,1,8,2,78
1082008,1/8/2008,108,Tuesday,2008,1,8,2,73
1082009,1/8/2009,108,Thursday,2009,1,8,2,57
1082010,1/8/2010,108,Friday,2010,1,8,2,60
1082011,1/8/2011,108,Saturday,2011,1,8,2,65
1082012,1/8/2012,108,Sunday,2012,1,8,3,86
1082013,1/8/2013,108,Tuesday,2013,1,8,2,83
1082014,1/8/2014,108,Wednesday,2014,1,8,2,77
1082015,1/8/2015,108,Thursday,2015,1,8,2,62
1082016,1/8/2016,108,Friday,2016,1,8,2,102
1092006,1/9/2006,109,Monday,2006,1,9,3,95
1092007,1/9/2007,109,Tuesday,2007,1,9,2,78
1092008,1/9/2008,109,Wednesday,2008,1,9,2,81
1092009,1/9/2009,109,Friday,2009,1,9,2,108
1092010,1/9/2010,109,Saturday,2010,1,9,2,78
1092011,1/9/2011,109,Sunday,2011,1,9,3,83
1092012,1/9/2012,109,Monday,2012,1,9,3,76
1092013,1/9/2013,109,Wednesday,2013,1,9,2,101
1092014,1/9/2014,109,Thursday,2014,1,9,2,74
1092015,1/9/2015,109,Friday,2015,1,9,2,117
1092016,1/9/2016,109,Saturday,2016,1,9,2,94
1102006,1/10/2006,110,Tuesday,2006,1,10,3,85
1102007,1/10/2007,110,Wednesday,2007,1,10,2,71
1102008,1/10/2008,110,Thursday,2008,1,10,2,81
1102009,1/10/2009,110,Saturday,2009,1,10,2,115
1102010,1/10/2010,110,Sunday,2010,1,10,3,53
1102011,1/10/2011,110,Monday,2011,1,10,3,66
1102012,1/10/2012,110,Tuesday,2012,1,10,3,62
1102013,1/10/2013,110,Thursday,2013,1,10,2,66
1102014,1/10/2014,110,Friday,2014,1,10,2,115
1102015,1/10/2015,110,Saturday,2015,1,10,2,88
1102016,1/10/2016,110,Sunday,2016,1,10,3,96
1112006,1/11/2006,111,Wednesday,2006,1,11,3,83
1112007,1/11/2007,111,Thursday,2007,1,11,2,81
1112008,1/11/2008,111,Friday,2008,1,11,2,103
1112009,1/11/2009,111,Sunday,2009,1,11,3,71
1112010,1/11/2010,111,Monday,2010,1,11,3,61
1112011,1/11/2011,111,Tuesday,2011,1,11,3,63
1112012,1/11/2012,111,Wednesday,2012,1,11,3,74
1112013,1/11/2013,111,Friday,2013,1,11,2,83
1112014,1/11/2014,111,Saturday,2014,1,11,2,96
1112015,1/11/2015,111,Sunday,2015,1,11,3,82
1112016,1/11/2016,111,Monday,2016,1,11,3,65
1122006,1/12/2006,112,Thursday,2006,1,12,3,101
1122007,1/12/2007,112,Friday,2007,1,12,2,107
1122008,1/12/2008,112,Saturday,2008,1,12,2,103
1122009,1/12/2009,112,Monday,2009,1,12,3,52
1122010,1/12/2010,112,Tuesday,2010,1,12,3,67
1122011,1/12/2011,112,Wednesday,2011,1,12,3,55
1122012,1/12/2012,112,Thursday,2012,1,12,3,91
1122013,1/12/2013,112,Saturday,2013,1,12,2,98
1122014,1/12/2014,112,Sunday,2014,1,12,3,82
1122015,1/12/2015,112,Monday,2015,1,12,3,66
1122016,1/12/2016,112,Tuesday,2016,1,12,3,86
1132006,1/13/2006,113,Friday,2006,1,13,3,105
1132007,1/13/2007,113,Saturday,2007,1,13,2,123
1132008,1/13/2008,113,Sunday,2008,1,13,3,84
1132009,1/13/2009,113,Tuesday,2009,1,13,3,76
1132010,1/13/2010,113,Wednesday,2010,1,13,3,68
1132011,1/13/2011,113,Thursday,2011,1,13,3,51
1132012,1/13/2012,113,Friday,2012,1,13,3,84
1132013,1/13/2013,113,Sunday,2013,1,13,3,78
1132014,1/13/2014,113,Monday,2014,1,13,3,76
1132015,1/13/2015,113,Tuesday,2015,1,13,3,92
1132016,1/13/2016,113,Wednesday,2016,1,13,3,72
1142006,1/14/2006,114,Saturday,2006,1,14,3,121
1142007,1/14/2007,114,Sunday,2007,1,14,3,111
1142008,1/14/2008,114,Monday,2008,1,14,3,84
1142009,1/14/2009,114,Wednesday,2009,1,14,3,73
1142010,1/14/2010,114,Thursday,2010,1,14,3,87
1142011,1/14/2011,114,Friday,2011,1,14,3,71
1142012,1/14/2012,114,Saturday,2012,1,14,3,97
1142013,1/14/2013,114,Monday,2013,1,14,3,64
1142014,1/14/2014,114,Tuesday,2014,1,14,3,61
1142015,1/14/2015,114,Wednesday,2015,1,14,3,90
1142016,1/14/2016,114,Thursday,2016,1,14,3,89
1152006,1/15/2006,115,Sunday,2006,1,15,4,99
1152007,1/15/2007,115,Monday,2007,1,15,3,85
1152008,1/15/2008,115,Tuesday,2008,1,15,3,50
1152009,1/15/2009,115,Thursday,2009,1,15,3,74
1152010,1/15/2010,115,Friday,2010,1,15,3,70
1152011,1/15/2011,115,Saturday,2011,1,15,3,103
1152012,1/15/2012,115,Sunday,2012,1,15,4,78
1152013,1/15/2013,115,Tuesday,2013,1,15,3,81
1152014,1/15/2014,115,Wednesday,2014,1,15,3,60
1152015,1/15/2015,115,Thursday,2015,1,15,3,74
1152016,1/15/2016,115,Friday,2016,1,15,3,102
1162006,1/16/2006,116,Monday,2006,1,16,4,71
1162007,1/16/2007,116,Tuesday,2007,1,16,3,102
1162008,1/16/2008,116,Wednesday,2008,1,16,3,74
1162009,1/16/2009,116,Friday,2009,1,16,3,90
1162010,1/16/2010,116,Saturday,2010,1,16,3,76
1162011,1/16/2011,116,Sunday,2011,1,16,4,67
1162012,1/16/2012,116,Monday,2012,1,16,4,59
1162013,1/16/2013,116,Wednesday,2013,1,16,3,78
1162014,1/16/2014,116,Thursday,2014,1,16,3,79
1162015,1/16/2015,116,Friday,2015,1,16,3,91
1162016,1/16/2016,116,Saturday,2016,1,16,3,103
1172006,1/17/2006,117,Tuesday,2006,1,17,4,102
1172007,1/17/2007,117,Wednesday,2007,1,17,3,91
1172008,1/17/2008,117,Thursday,2008,1,17,3,68
1172009,1/17/2009,117,Saturday,2009,1,17,3,105
1172010,1/17/2010,117,Sunday,2010,1,17,4,73
1172011,1/17/2011,117,Monday,2011,1,17,4,61
1172012,1/17/2012,117,Tuesday,2012,1,17,4,72
1172013,1/17/2013,117,Thursday,2013,1,17,3,62
1172014,1/17/2014,117,Friday,2014,1,17,3,74
1172015,1/17/2015,117,Saturday,2015,1,17,3,87
1172016,1/17/2016,117,Sunday,2016,1,17,4,73
1182006,1/18/2006,118,Wednesday,2006,1,18,4,88
1182007,1/18/2007,118,Thursday,2007,1,18,3,65
1182008,1/18/2008,118,Friday,2008,1,18,3,92
1182009,1/18/2009,118,Sunday,2009,1,18,4,89
1182010,1/18/2010,118,Monday,2010,1,18,4,68
1182011,1/18/2011,118,Tuesday,2011,1,18,4,61
1182012,1/18/2012,118,Wednesday,2012,1,18,4,73
1182013,1/18/2013,118,Friday,2013,1,18,3,91
1182014,1/18/2014,118,Saturday,2014,1,18,3,91
1182015,1/18/2015,118,Sunday,2015,1,18,4,115
1182016,1/18/2016,118,Monday,2016,1,18,4,61
1192006,1/19/2006,119,Thursday,2006,1,19,4,76
1192007,1/19/2007,119,Friday,2007,1,19,3,121
1192008,1/19/2008,119,Saturday,2008,1,19,3,78
1192009,1/19/2009,119,Monday,2009,1,19,4,79
1192010,1/19/2010,119,Tuesday,2010,1,19,4,70
1192011,1/19/2011,119,Wednesday,2011,1,19,4,68
1192012,1/19/2012,119,Thursday,2012,1,19,4,63
1192013,1/19/2013,119,Saturday,2013,1,19,3,112
1192014,1/19/2014,119,Sunday,2014,1,19,4,86
1192015,1/19/2015,119,Monday,2015,1,19,4,74
1192016,1/19/2016,119,Tuesday,2016,1,19,4,63
1202006,1/20/2006,120,Friday,2006,1,20,4,98
1202007,1/20/2007,120,Saturday,2007,1,20,3,143
1202008,1/20/2008,120,Sunday,2008,1,20,4,69
1202009,1/20/2009,120,Tuesday,2009,1,20,4,70
1202010,1/20/2010,120,Wednesday,2010,1,20,4,59
1202011,1/20/2011,120,Thursday,2011,1,20,4,67
1202012,1/20/2012,120,Friday,2012,1,20,4,76
1202013,1/20/2013,120,Sunday,2013,1,20,4,89
1202014,1/20/2014,120,Monday,2014,1,20,4,64
1202015,1/20/2015,120,Tuesday,2015,1,20,4,78
1202016,1/20/2016,120,Wednesday,2016,1,20,4,78
1212006,1/21/2006,121,Saturday,2006,1,21,4,110
1212007,1/21/2007,121,Sunday,2007,1,21,4,131
1212008,1/21/2008,121,Monday,2008,1,21,4,88
1212009,1/21/2009,121,Wednesday,2009,1,21,4,85
1212010,1/21/2010,121,Thursday,2010,1,21,4,71
1212011,1/21/2011,121,Friday,2011,1,21,4,95
1212012,1/21/2012,121,Saturday,2012,1,21,4,91
1212013,1/21/2013,121,Monday,2013,1,21,4,62
1212014,1/21/2014,121,Tuesday,2014,1,21,4,72
1212015,1/21/2015,121,Wednesday,2015,1,21,4,67
1212016,1/21/2016,121,Thursday,2016,1,21,4,88
1222006,1/22/2006,122,Sunday,2006,1,22,5,92
1222007,1/22/2007,122,Monday,2007,1,22,4,78
1222008,1/22/2008,122,Tuesday,2008,1,22,4,87
1222009,1/22/2009,122,Thursday,2009,1,22,4,81
1222010,1/22/2010,122,Friday,2010,1,22,4,65
1222011,1/22/2011,122,Saturday,2011,1,22,4,94
1222012,1/22/2012,122,Sunday,2012,1,22,5,82
1222013,1/22/2013,122,Tuesday,2013,1,22,4,63
1222014,1/22/2014,122,Wednesday,2014,1,22,4,59
1222015,1/22/2015,122,Thursday,2015,1,22,4,77
1222016,1/22/2016,122,Friday,2016,1,22,4,87
1232006,1/23/2006,123,Monday,2006,1,23,5,79
1232007,1/23/2007,123,Tuesday,2007,1,23,4,63
1232008,1/23/2008,123,Wednesday,2008,1,23,4,86
1232009,1/23/2009,123,Friday,2009,1,23,4,83
1232010,1/23/2010,123,Saturday,2010,1,23,4,80
1232011,1/23/2011,123,Sunday,2011,1,23,5,68
1232012,1/23/2012,123,Monday,2012,1,23,5,61
1232013,1/23/2013,123,Wednesday,2013,1,23,4,77
1232014,1/23/2014,123,Thursday,2014,1,23,4,76
1232015,1/23/2015,123,Friday,2015,1,23,4,93
1232016,1/23/2016,123,Saturday,2016,1,23,4,82
1242006,1/24/2006,124,Tuesday,2006,1,24,5,84
1242007,1/24/2007,124,Wednesday,2007,1,24,4,80
1242008,1/24/2008,124,Thursday,2008,1,24,4,59
1242009,1/24/2009,124,Saturday,2009,1,24,4,94
1242010,1/24/2010,124,Sunday,2010,1,24,5,65
1242011,1/24/2011,124,Monday,2011,1,24,5,56
1242012,1/24/2012,124,Tuesday,2012,1,24,5,68
1242013,1/24/2013,124,Thursday,2013,1,24,4,69
1242014,1/24/2014,124,Friday,2014,1,24,4,90
1242015,1/24/2015,124,Saturday,2015,1,24,4,103
1242016,1/24/2016,124,Sunday,2016,1,24,5,80
1252006,1/25/2006,125,Wednesday,2006,1,25,5,80
1252007,1/25/2007,125,Thursday,2007,1,25,4,104
1252008,1/25/2008,125,Friday,2008,1,25,4,109
1252009,1/25/2009,125,Sunday,2009,1,25,5,88
1252010,1/25/2010,125,Monday,2010,1,25,5,64
1252011,1/25/2011,125,Tuesday,2011,1,25,5,54
1252012,1/25/2012,125,Wednesday,2012,1,25,5,63
1252013,1/25/2013,125,Friday,2013,1,25,4,101
1252014,1/25/2014,125,Saturday,2014,1,25,4,77
1252015,1/25/2015,125,Sunday,2015,1,25,5,79
1252016,1/25/2016,125,Monday,2016,1,25,5,69
1262006,1/26/2006,126,Thursday,2006,1,26,5,90
1262007,1/26/2007,126,Friday,2007,1,26,4,108
1262008,1/26/2008,126,Saturday,2008,1,26,4,121
1262009,1/26/2009,126,Monday,2009,1,26,5,76
1262010,1/26/2010,126,Tuesday,2010,1,26,5,57
1262011,1/26/2011,126,Wednesday,2011,1,26,5,53
1262012,1/26/2012,126,Thursday,2012,1,26,5,60
1262013,1/26/2013,126,Saturday,2013,1,26,4,87
1262014,1/26/2014,126,Sunday,2014,1,26,5,78
1262015,1/26/2015,126,Monday,2015,1,26,5,67
1262016,1/26/2016,126,Tuesday,2016,1,26,5,67
1272006,1/27/2006,127,Friday,2006,1,27,5,107
1272007,1/27/2007,127,Saturday,2007,1,27,4,116
1272008,1/27/2008,127,Sunday,2008,1,27,5,98
1272009,1/27/2009,127,Tuesday,2009,1,27,5,73
1272010,1/27/2010,127,Wednesday,2010,1,27,5,58
1272011,1/27/2011,127,Thursday,2011,1,27,5,87
1272012,1/27/2012,127,Friday,2012,1,27,5,82
1272013,1/27/2013,127,Sunday,2013,1,27,5,95
1272014,1/27/2014,127,Monday,2014,1,27,5,77
1272015,1/27/2015,127,Tuesday,2015,1,27,5,63
1272016,1/27/2016,127,Wednesday,2016,1,27,5,73
1282006,1/28/2006,128,Saturday,2006,1,28,5,128
1282007,1/28/2007,128,Sunday,2007,1,28,5,101
1282008,1/28/2008,128,Monday,2008,1,28,5,81
1282009,1/28/2009,128,Wednesday,2009,1,28,5,72
1282010,1/28/2010,128,Thursday,2010,1,28,5,64
1282011,1/28/2011,128,Friday,2011,1,28,5,74
1282012,1/28/2012,128,Saturday,2012,1,28,5,105
1282013,1/28/2013,128,Monday,2013,1,28,5,95
1282014,1/28/2014,128,Tuesday,2014,1,28,5,62
1282015,1/28/2015,128,Wednesday,2015,1,28,5,69
1282016,1/28/2016,128,Thursday,2016,1,28,5,72
1292006,1/29/2006,129,Sunday,2006,1,29,6,95
1292007,1/29/2007,129,Monday,2007,1,29,5,77
1292008,1/29/2008,129,Tuesday,2008,1,29,5,62
1292009,1/29/2009,129,Thursday,2009,1,29,5,71
1292010,1/29/2010,129,Friday,2010,1,29,5,77
1292011,1/29/2011,129,Saturday,2011,1,29,5,92
1292012,1/29/2012,129,Sunday,2012,1,29,6,88
1292013,1/29/2013,129,Tuesday,2013,1,29,5,70
1292014,1/29/2014,129,Wednesday,2014,1,29,5,51
1292015,1/29/2015,129,Thursday,2015,1,29,5,70
1292016,1/29/2016,129,Friday,2016,1,29,5,101
1302006,1/30/2006,130,Monday,2006,1,30,6,79
1302007,1/30/2007,130,Tuesday,2007,1,30,5,82
1302008,1/30/2008,130,Wednesday,2008,1,30,5,83
1302009,1/30/2009,130,Friday,2009,1,30,5,98
1302010,1/30/2010,130,Saturday,2010,1,30,5,64
1302011,1/30/2011,130,Sunday,2011,1,30,6,86
1302012,1/30/2012,130,Monday,2012,1,30,6,64
1302013,1/30/2013,130,Wednesday,2013,1,30,5,68
1302014,1/30/2014,130,Thursday,2014,1,30,5,94
1302015,1/30/2015,130,Friday,2015,1,30,5,92
1302016,1/30/2016,130,Saturday,2016,1,30,5,99
1312006,1/31/2006,131,Tuesday,2006,1,31,6,81
1312007,1/31/2007,131,Wednesday,2007,1,31,5,97
1312008,1/31/2008,131,Thursday,2008,1,31,5,91
1312009,1/31/2009,131,Saturday,2009,1,31,5,88
1312010,1/31/2010,131,Sunday,2010,1,31,6,65
1312011,1/31/2011,131,Monday,2011,1,31,6,67
1312012,1/31/2012,131,Tuesday,2012,1,31,6,82
1312013,1/31/2013,131,Thursday,2013,1,31,5,64
1312014,1/31/2014,131,Friday,2014,1,31,5,79
1312015,1/31/2015,131,Saturday,2015,1,31,5,105
1312016,1/31/2016,131,Sunday,2016,1,31,6,92
2012006,2/1/2006,201,Wednesday,2006,2,1,6,66
2012007,2/1/2007,201,Thursday,2007,2,1,5,91
2012008,2/1/2008,201,Friday,2008,2,1,5,95
2012009,2/1/2009,201,Sunday,2009,2,1,6,99
2012010,2/1/2010,201,Monday,2010,2,1,6,67
2012011,2/1/2011,201,Tuesday,2011,2,1,6,77
2012012,2/1/2012,201,Wednesday,2012,2,1,6,77
2012013,2/1/2013,201,Friday,2013,2,1,5,92
2012014,2/1/2014,201,Saturday,2014,2,1,5,106
2012015,2/1/2015,201,Sunday,2015,2,1,6,87
2012016,2/1/2016,201,Monday,2016,2,1,6,99
2022006,2/2/2006,202,Thursday,2006,2,2,6,95
2022007,2/2/2007,202,Friday,2007,2,2,5,115
2022008,2/2/2008,202,Saturday,2008,2,2,5,127
2022009,2/2/2009,202,Monday,2009,2,2,6,89
2022010,2/2/2010,202,Tuesday,2010,2,2,6,64
2022011,2/2/2011,202,Wednesday,2011,2,2,6,34
2022012,2/2/2012,202,Thursday,2012,2,2,6,70
2022013,2/2/2013,202,Saturday,2013,2,2,5,96
2022014,2/2/2014,202,Sunday,2014,2,2,6,90
2022015,2/2/2015,202,Monday,2015,2,2,6,72
2022016,2/2/2016,202,Tuesday,2016,2,2,6,82
2032006,2/3/2006,203,Friday,2006,2,3,6,110
2032007,2/3/2007,203,Saturday,2007,2,3,5,130
2032008,2/3/2008,203,Sunday,2008,2,3,6,115
2032009,2/3/2009,203,Tuesday,2009,2,3,6,46
2032010,2/3/2010,203,Wednesday,2010,2,3,6,61
2032011,2/3/2011,203,Thursday,2011,2,3,6,87
2032012,2/3/2012,203,Friday,2012,2,3,6,72
2032013,2/3/2013,203,Sunday,2013,2,3,6,107
2032014,2/3/2014,203,Monday,2014,2,3,6,69
2032015,2/3/2015,203,Tuesday,2015,2,3,6,70
2032016,2/3/2016,203,Wednesday,2016,2,3,6,68
2042006,2/4/2006,204,Saturday,2006,2,4,6,131
2042007,2/4/2007,204,Sunday,2007,2,4,6,124
2042008,2/4/2008,204,Monday,2008,2,4,6,100
2042009,2/4/2009,204,Wednesday,2009,2,4,6,80
2042010,2/4/2010,204,Thursday,2010,2,4,6,83
2042011,2/4/2011,204,Friday,2011,2,4,6,83
2042012,2/4/2012,204,Saturday,2012,2,4,6,92
2042013,2/4/2013,204,Monday,2013,2,4,6,92
2042014,2/4/2014,204,Tuesday,2014,2,4,6,71
2042015,2/4/2015,204,Wednesday,2015,2,4,6,82
2042016,2/4/2016,204,Thursday,2016,2,4,6,95
2052006,2/5/2006,205,Sunday,2006,2,5,7,100
2052007,2/5/2007,205,Monday,2007,2,5,6,94
2052008,2/5/2008,205,Tuesday,2008,2,5,6,76
2052009,2/5/2009,205,Thursday,2009,2,5,6,81
2052010,2/5/2010,205,Friday,2010,2,5,6,80
2052011,2/5/2011,205,Saturday,2011,2,5,6,98
2052012,2/5/2012,205,Sunday,2012,2,5,7,94
2052013,2/5/2013,205,Tuesday,2013,2,5,6,70
2052014,2/5/2014,205,Wednesday,2014,2,5,6,64
2052015,2/5/2015,205,Thursday,2015,2,5,6,81
2052016,2/5/2016,205,Friday,2016,2,5,6,91
2062006,2/6/2006,206,Monday,2006,2,6,7,93
2062007,2/6/2007,206,Tuesday,2007,2,6,6,90
2062008,2/6/2008,206,Wednesday,2008,2,6,6,87
2062009,2/6/2009,206,Friday,2009,2,6,6,84
2062010,2/6/2010,206,Saturday,2010,2,6,6,70
2062011,2/6/2011,206,Sunday,2011,2,6,7,91
2062012,2/6/2012,206,Monday,2012,2,6,7,67
2062013,2/6/2013,206,Wednesday,2013,2,6,6,81
2062014,2/6/2014,206,Thursday,2014,2,6,6,46
2062015,2/6/2015,206,Friday,2015,2,6,6,93
2062016,2/6/2016,206,Saturday,2016,2,6,6,97
2072006,2/7/2006,207,Tuesday,2006,2,7,7,92
2072007,2/7/2007,207,Wednesday,2007,2,7,6,97
2072008,2/7/2008,207,Thursday,2008,2,7,6,84
2072009,2/7/2009,207,Saturday,2009,2,7,6,108
2072010,2/7/2010,207,Sunday,2010,2,7,7,66
2072011,2/7/2011,207,Monday,2011,2,7,7,52
2072012,2/7/2012,207,Tuesday,2012,2,7,7,59
2072013,2/7/2013,207,Thursday,2013,2,7,6,55
2072014,2/7/2014,207,Friday,2014,2,7,6,73
2072015,2/7/2015,207,Saturday,2015,2,7,6,92
2072016,2/7/2016,207,Sunday,2016,2,7,7,91
2082006,2/8/2006,208,Wednesday,2006,2,8,7,81
2082007,2/8/2007,208,Thursday,2007,2,8,6,105
2082008,2/8/2008,208,Friday,2008,2,8,6,113
2082009,2/8/2009,208,Sunday,2009,2,8,7,101
2082010,2/8/2010,208,Monday,2010,2,8,7,61
2082011,2/8/2011,208,Tuesday,2011,2,8,7,65
2082012,2/8/2012,208,Wednesday,2012,2,8,7,61
2082013,2/8/2013,208,Friday,2013,2,8,6,74
2082014,2/8/2014,208,Saturday,2014,2,8,6,68
2082015,2/8/2015,208,Sunday,2015,2,8,7,106
2082016,2/8/2016,208,Monday,2016,2,8,7,80
2092006,2/9/2006,209,Thursday,2006,2,9,7,101
2092007,2/9/2007,209,Friday,2007,2,9,6,98
2092008,2/9/2008,209,Saturday,2008,2,9,6,108
2092009,2/9/2009,209,Monday,2009,2,9,7,67
2092010,2/9/2010,209,Tuesday,2010,2,9,7,62
2092011,2/9/2011,209,Wednesday,2011,2,9,7,76
2092012,2/9/2012,209,Thursday,2012,2,9,7,61
2092013,2/9/2013,209,Saturday,2013,2,9,6,73
2092014,2/9/2014,209,Sunday,2014,2,9,7,90
2092015,2/9/2015,209,Monday,2015,2,9,7,50
2092016,2/9/2016,209,Tuesday,2016,2,9,7,66
2102006,2/10/2006,210,Friday,2006,2,10,7,102
2102007,2/10/2007,210,Saturday,2007,2,10,6,118
2102008,2/10/2008,210,Sunday,2008,2,10,7,88
2102009,2/10/2009,210,Tuesday,2009,2,10,7,65
2102010,2/10/2010,210,Wednesday,2010,2,10,7,51
2102011,2/10/2011,210,Thursday,2011,2,10,7,57
2102012,2/10/2012,210,Friday,2012,2,10,7,97
2102013,2/10/2013,210,Sunday,2013,2,10,7,82
2102014,2/10/2014,210,Monday,2014,2,10,7,47
2102015,2/10/2015,210,Tuesday,2015,2,10,7,78
2102016,2/10/2016,210,Wednesday,2016,2,10,7,88
2112006,2/11/2006,211,Saturday,2006,2,11,7,116
2112007,2/11/2007,211,Sunday,2007,2,11,7,137
2112008,2/11/2008,211,Monday,2008,2,11,7,76
2112009,2/11/2009,211,Wednesday,2009,2,11,7,67
2112010,2/11/2010,211,Thursday,2010,2,11,7,55
2112011,2/11/2011,211,Friday,2011,2,11,7,61
2112012,2/11/2012,211,Saturday,2012,2,11,7,90
2112013,2/11/2013,211,Monday,2013,2,11,7,48
2112014,2/11/2014,211,Tuesday,2014,2,11,7,59
2112015,2/11/2015,211,Wednesday,2015,2,11,7,67
2112016,2/11/2016,211,Thursday,2016,2,11,7,78
2122006,2/12/2006,212,Sunday,2006,2,12,8,99
2122007,2/12/2007,212,Monday,2007,2,12,7,93
2122008,2/12/2008,212,Tuesday,2008,2,12,7,78
2122009,2/12/2009,212,Thursday,2009,2,12,7,61
2122010,2/12/2010,212,Friday,2010,2,12,7,69
2122011,2/12/2011,212,Saturday,2011,2,12,7,89
2122012,2/12/2012,212,Sunday,2012,2,12,8,95
2122013,2/12/2013,212,Tuesday,2013,2,12,7,64
2122014,2/12/2014,212,Wednesday,2014,2,12,7,60
2122015,2/12/2015,212,Thursday,2015,2,12,7,78
2122016,2/12/2016,212,Friday,2016,2,12,7,113
2132006,2/13/2006,213,Monday,2006,2,13,8,74
2132007,2/13/2007,213,Tuesday,2007,2,13,7,71
2132008,2/13/2008,213,Wednesday,2008,2,13,7,83
2132009,2/13/2009,213,Friday,2009,2,13,7,102
2132010,2/13/2010,213,Saturday,2010,2,13,7,58
2132011,2/13/2011,213,Sunday,2011,2,13,8,91
2132012,2/13/2012,213,Monday,2012,2,13,8,78
