Crash Date,crashdate,MonthDay,dayofweek,year,month,day,week,TotalDeaths
4032016,4/3/2016,403,Sunday,2016,4,3,15,117
4042006,4/4/2006,404,Tuesday,2006,4,4,15,92
4042007,4/4/2007,404,Wednesday,2007,4,4,14,92
4042008,4/4/2008,404,Friday,2008,4,4,14,92
4042009,4/4/2009,404,Saturday,2009,4,4,14,128
4042010,4/4/2010,404,Sunday,2010,4,4,15,104
4042011,4/4/2011,404,Monday,2011,4,4,15,68
4042012,4/4/2012,404,Wednesday,2012,4,4,15,67
4042013,4/4/2013,404,Thursday,2013,4,4,14,99
4042014,4/4/2014,404,Friday,2014,4,4,14,85
4042015,4/4/2015,404,Saturday,2015,4,4,14,111
4042016,4/4/2016,404,Monday,2016,4,4,15,98
4052006,4/5/2006,405,Wednesday,2006,4,5,15,96
4052007,4/5/2007,405,Thursday,2007,4,5,14,90
4052008,4/5/2008,405,Saturday,2008,4,5,14,121
4052009,4/5/2009,405,Sunday,2009,4,5,15,120
4052010,4/5/2010,405,Monday,2010,4,5,15,83
4052011,4/5/2011,405,Tuesday,2011,4,5,15,59
4052012,4/5/2012,405,Thursday,2012,4,5,15,82
4052013,4/5/2013,405,Friday,2013,4,5,14,82
4052014,4/5/2014,405,Saturday,2014,4,5,14,90
4052015,4/5/2015,405,Sunday,2015,4,5,15,108
4052016,4/5/2016,405,Tuesday,2016,4,5,15,83
4062006,4/6/2006,406,Thursday,2006,4,6,15,90
4062007,4/6/2007,406,Friday,2007,4,6,14,125
4062008,4/6/2008,406,Sunday,2008,4,6,15,105
4062009,4/6/2009,406,Monday,2009,4,6,15,92
4062010,4/6/2010,406,Tuesday,2010,4,6,15,86
4062011,4/6/2011,406,Wednesday,2011,4,6,15,78
4062012,4/6/2012,406,Friday,2012,4,6,15,77
4062013,4/6/2013,406,Saturday,2013,4,6,14,133
4062014,4/6/2014,406,Sunday,2014,4,6,15,93
4062015,4/6/2015,406,Monday,2015,4,6,15,87
4062016,4/6/2016,406,Wednesday,2016,4,6,15,83
4072006,4/7/2006,407,Friday,2006,4,7,15,102
4072007,4/7/2007,407,Saturday,2007,4,7,14,126
4072008,4/7/2008,407,Monday,2008,4,7,15,92
4072009,4/7/2009,407,Tuesday,2009,4,7,15,87
4072010,4/7/2010,407,Wednesday,2010,4,7,15,75
4072011,4/7/2011,407,Thursday,2011,4,7,15,74
4072012,4/7/2012,407,Saturday,2012,4,7,15,123
4072013,4/7/2013,407,Sunday,2013,4,7,15,99
4072014,4/7/2014,407,Monday,2014,4,7,15,52
4072015,4/7/2015,407,Tuesday,2015,4,7,15,62
4072016,4/7/2016,407,Thursday,2016,4,7,15,89
4082006,4/8/2006,408,Saturday,2006,4,8,15,131
4082007,4/8/2007,408,Sunday,2007,4,8,15,126
4082008,4/8/2008,408,Tuesday,2008,4,8,15,85
4082009,4/8/2009,408,Wednesday,2009,4,8,15,64
4082010,4/8/2010,408,Thursday,2010,4,8,15,79
4082011,4/8/2011,408,Friday,2011,4,8,15,72
4082012,4/8/2012,408,Sunday,2012,4,8,16,103
4082013,4/8/2013,408,Monday,2013,4,8,15,80
4082014,4/8/2014,408,Tuesday,2014,4,8,15,68
4082015,4/8/2015,408,Wednesday,2015,4,8,15,79
4082016,4/8/2016,408,Friday,2016,4,8,15,97
4092006,4/9/2006,409,Sunday,2006,4,9,16,120
4092007,4/9/2007,409,Monday,2007,4,9,15,69
4092008,4/9/2008,409,Wednesday,2008,4,9,15,76
4092009,4/9/2009,409,Thursday,2009,4,9,15,86
4092010,4/9/2010,409,Friday,2010,4,9,15,88
4092011,4/9/2011,409,Saturday,2011,4,9,15,129
4092012,4/9/2012,409,Monday,2012,4,9,16,73
4092013,4/9/2013,409,Tuesday,2013,4,9,15,88
4092014,4/9/2014,409,Wednesday,2014,4,9,15,89
4092015,4/9/2015,409,Thursday,2015,4,9,15,66
4092016,4/9/2016,409,Saturday,2016,4,9,15,129
4102006,4/10/2006,410,Monday,2006,4,10,16,91
4102007,4/10/2007,410,Tuesday,2007,4,10,15,100
4102008,4/10/2008,410,Thursday,2008,4,10,15,82
4102009,4/10/2009,410,Friday,2009,4,10,15,108
4102010,4/10/2010,410,Saturday,2010,4,10,15,119
4102011,4/10/2011,410,Sunday,2011,4,10,16,103
4102012,4/10/2012,410,Tuesday,2012,4,10,16,69
4102013,4/10/2013,410,Wednesday,2013,4,10,15,82
4102014,4/10/2014,410,Thursday,2014,4,10,15,79
4102015,4/10/2015,410,Friday,2015,4,10,15,77
4102016,4/10/2016,410,Sunday,2016,4,10,16,96
4112006,4/11/2006,411,Tuesday,2006,4,11,16,90
4112007,4/11/2007,411,Wednesday,2007,4,11,15,88
4112008,4/11/2008,411,Friday,2008,4,11,15,100
4112009,4/11/2009,411,Saturday,2009,4,11,15,128
4112010,4/11/2010,411,Sunday,2010,4,11,16,104
4112011,4/11/2011,411,Monday,2011,4,11,16,71
4112012,4/11/2012,411,Wednesday,2012,4,11,16,60
4112013,4/11/2013,411,Thursday,2013,4,11,15,75
4112014,4/11/2014,411,Friday,2014,4,11,15,111
4112015,4/11/2015,411,Saturday,2015,4,11,15,120
4112016,4/11/2016,411,Monday,2016,4,11,16,74
4122006,4/12/2006,412,Wednesday,2006,4,12,16,91
4122007,4/12/2007,412,Thursday,2007,4,12,15,81
4122008,4/12/2008,412,Saturday,2008,4,12,15,119
4122009,4/12/2009,412,Sunday,2009,4,12,16,92
4122010,4/12/2010,412,Monday,2010,4,12,16,60
4122011,4/12/2011,412,Tuesday,2011,4,12,16,73
4122012,4/12/2012,412,Thursday,2012,4,12,16,74
4122013,4/12/2013,412,Friday,2013,4,12,15,59
4122014,4/12/2014,412,Saturday,2014,4,12,15,147
4122015,4/12/2015,412,Sunday,2015,4,12,16,132
4122016,4/12/2016,412,Tuesday,2016,4,12,16,90
4132006,4/13/2006,413,Thursday,2006,4,13,16,91
4132007,4/13/2007,413,Friday,2007,4,13,15,100
4132008,4/13/2008,413,Sunday,2008,4,13,16,103
4132009,4/13/2009,413,Monday,2009,4,13,16,89
4132010,4/13/2010,413,Tuesday,2010,4,13,16,64
4132011,4/13/2011,413,Wednesday,2011,4,13,16,67
4132012,4/13/2012,413,Friday,2012,4,13,16,91
4132013,4/13/2013,413,Saturday,2013,4,13,15,99
4132014,4/13/2014,413,Sunday,2014,4,13,16,109
4132015,4/13/2015,413,Monday,2015,4,13,16,71
4132016,4/13/2016,413,Wednesday,2016,4,13,16,84
4142006,4/14/2006,414,Friday,2006,4,14,16,116
4142007,4/14/2007,414,Saturday,2007,4,14,15,139
4142008,4/14/2008,414,Monday,2008,4,14,16,64
4142009,4/14/2009,414,Tuesday,2009,4,14,16,51
4142010,4/14/2010,414,Wednesday,2010,4,14,16,76
4142011,4/14/2011,414,Thursday,2011,4,14,16,83
4142012,4/14/2012,414,Saturday,2012,4,14,16,100
4142013,4/14/2013,414,Sunday,2013,4,14,16,116
4142014,4/14/2014,414,Monday,2014,4,14,16,73
4142015,4/14/2015,414,Tuesday,2015,4,14,16,75
4142016,4/14/2016,414,Thursday,2016,4,14,16,79
4152006,4/15/2006,415,Saturday,2006,4,15,16,148
4152007,4/15/2007,415,Sunday,2007,4,15,16,130
4152008,4/15/2008,415,Tuesday,2008,4,15,16,65
4152009,4/15/2009,415,Wednesday,2009,4,15,16,73
4152010,4/15/2010,415,Thursday,2010,4,15,16,78
4152011,4/15/2011,415,Friday,2011,4,15,16,82
4152012,4/15/2012,415,Sunday,2012,4,15,17,124
4152013,4/15/2013,415,Monday,2013,4,15,16,69
4152014,4/15/2014,415,Tuesday,2014,4,15,16,60
4152015,4/15/2015,415,Wednesday,2015,4,15,16,83
4152016,4/15/2016,415,Friday,2016,4,15,16,86
4162006,4/16/2006,416,Sunday,2006,4,16,17,127
4162007,4/16/2007,416,Monday,2007,4,16,16,92
4162008,4/16/2008,416,Wednesday,2008,4,16,16,77
4162009,4/16/2009,416,Thursday,2009,4,16,16,105
4162010,4/16/2010,416,Friday,2010,4,16,16,100
4162011,4/16/2011,416,Saturday,2011,4,16,16,108
4162012,4/16/2012,416,Monday,2012,4,16,17,102
4162013,4/16/2013,416,Tuesday,2013,4,16,16,67
4162014,4/16/2014,416,Wednesday,2014,4,16,16,90
4162015,4/16/2015,416,Thursday,2015,4,16,16,87
4162016,4/16/2016,416,Saturday,2016,4,16,16,127
4172006,4/17/2006,417,Monday,2006,4,17,17,100
4172007,4/17/2007,417,Tuesday,2007,4,17,16,97
4172008,4/17/2008,417,Thursday,2008,4,17,16,82
4172009,4/17/2009,417,Friday,2009,4,17,16,131
4172010,4/17/2010,417,Saturday,2010,4,17,16,99
4172011,4/17/2011,417,Sunday,2011,4,17,17,107
4172012,4/17/2012,417,Tuesday,2012,4,17,17,83
4172013,4/17/2013,417,Wednesday,2013,4,17,16,61
4172014,4/17/2014,417,Thursday,2014,4,17,16,77
4172015,4/17/2015,417,Friday,2015,4,17,16,101
4172016,4/17/2016,417,Sunday,2016,4,17,17,113
4182006,4/18/2006,418,Tuesday,2006,4,18,17,75
4182007,4/18/2007,418,Wednesday,2007,4,18,16,91
4182008,4/18/2008,418,Friday,2008,4,18,16,115
4182009,4/18/2009,418,Saturday,2009,4,18,16,144
4182010,4/18/2010,418,Sunday,2010,4,18,17,117
4182011,4/18/2011,418,Monday,2011,4,18,17,77
4182012,4/18/2012,418,Wednesday,2012,4,18,17,74
4182013,4/18/2013,418,Thursday,2013,4,18,16,73
4182014,4/18/2014,418,Friday,2014,4,18,16,93
4182015,4/18/2015,418,Saturday,2015,4,18,16,134
4182016,4/18/2016,418,Monday,2016,4,18,17,110
4192006,4/19/2006,419,Wednesday,2006,4,19,17,91
4192007,4/19/2007,419,Thursday,2007,4,19,16,99
4192008,4/19/2008,419,Saturday,2008,4,19,16,123
4192009,4/19/2009,419,Sunday,2009,4,19,17,104
4192010,4/19/2010,419,Monday,2010,4,19,17,63
4192011,4/19/2011,419,Tuesday,2011,4,19,17,83
4192012,4/19/2012,419,Thursday,2012,4,19,17,69
4192013,4/19/2013,419,Friday,2013,4,19,16,79
4192014,4/19/2014,419,Saturday,2014,4,19,16,107
4192015,4/19/2015,419,Sunday,2015,4,19,17,90
4192016,4/19/2016,419,Tuesday,2016,4,19,17,88
4202006,4/20/2006,420,Thursday,2006,4,20,17,94
4202007,4/20/2007,420,Friday,2007,4,20,16,152
4202008,4/20/2008,420,Sunday,2008,4,20,17,113
4202009,4/20/2009,420,Monday,2009,4,20,17,66
4202010,4/20/2010,420,Tuesday,2010,4,20,17,64
4202011,4/20/2011,420,Wednesday,2011,4,20,17,70
4202012,4/20/2012,420,Friday,2012,4,20,17,85
4202013,4/20/2013,420,Saturday,2013,4,20,16,94
4202014,4/20/2014,420,Sunday,2014,4,20,17,100
4202015,4/20/2015,420,Monday,2015,4,20,17,70
4202016,4/20/2016,420,Wednesday,2016,4,20,17,79
4212006,4/21/2006,421,Friday,2006,4,21,17,120
4212007,4/21/2007,421,Saturday,2007,4,21,16,165
4212008,4/21/2008,421,Monday,2008,4,21,17,77
4212009,4/21/2009,421,Tuesday,2009,4,21,17,73
4212010,4/21/2010,421,Wednesday,2010,4,21,17,68
4212011,4/21/2011,421,Thursday,2011,4,21,17,82
4212012,4/21/2012,421,Saturday,2012,4,21,17,113
4212013,4/21/2013,421,Sunday,2013,4,21,17,95
4212014,4/21/2014,421,Monday,2014,4,21,17,74
4212015,4/21/2015,421,Tuesday,2015,4,21,17,62
4212016,4/21/2016,421,Thursday,2016,4,21,17,98
4222006,4/22/2006,422,Saturday,2006,4,22,17,131
4222007,4/22/2007,422,Sunday,2007,4,22,17,144
4222008,4/22/2008,422,Tuesday,2008,4,22,17,78
4222009,4/22/2009,422,Wednesday,2009,4,22,17,69
4222010,4/22/2010,422,Thursday,2010,4,22,17,52
4222011,4/22/2011,422,Friday,2011,4,22,17,100
4222012,4/22/2012,422,Sunday,2012,4,22,18,105
4222013,4/22/2013,422,Monday,2013,4,22,17,55
4222014,4/22/2014,422,Tuesday,2014,4,22,17,58
4222015,4/22/2015,422,Wednesday,2015,4,22,17,94
4222016,4/22/2016,422,Friday,2016,4,22,17,106
4232006,4/23/2006,423,Sunday,2006,4,23,18,126
4232007,4/23/2007,423,Monday,2007,4,23,17,98
4232008,4/23/2008,423,Wednesday,2008,4,23,17,85
4232009,4/23/2009,423,Thursday,2009,4,23,17,94
4232010,4/23/2010,423,Friday,2010,4,23,17,92
4232011,4/23/2011,423,Saturday,2011,4,23,17,110
4232012,4/23/2012,423,Monday,2012,4,23,18,78
4232013,4/23/2013,423,Tuesday,2013,4,23,17,74
4232014,4/23/2014,423,Wednesday,2014,4,23,17,58
4232015,4/23/2015,423,Thursday,2015,4,23,17,73
4232016,4/23/2016,423,Saturday,2016,4,23,17,139
4242006,4/24/2006,424,Monday,2006,4,24,18,73
4242007,4/24/2007,424,Tuesday,2007,4,24,17,81
4242008,4/24/2008,424,Thursday,2008,4,24,17,76
4242009,4/24/2009,424,Friday,2009,4,24,17,94
4242010,4/24/2010,424,Saturday,2010,4,24,17,123
4242011,4/24/2011,424,Sunday,2011,4,24,18,96
4242012,4/24/2012,424,Tuesday,2012,4,24,18,76
4242013,4/24/2013,424,Wednesday,2013,4,24,17,58
4242014,4/24/2014,424,Thursday,2014,4,24,17,74
4242015,4/24/2015,424,Friday,2015,4,24,17,91
4242016,4/24/2016,424,Sunday,2016,4,24,18,97
4252006,4/25/2006,425,Tuesday,2006,4,25,18,75
4252007,4/25/2007,425,Wednesday,2007,4,25,17,91
4252008,4/25/2008,425,Friday,2008,4,25,17,108
4252009,4/25/2009,425,Saturday,2009,4,25,17,149
4252010,4/25/2010,425,Sunday,2010,4,25,18,86
4252011,4/25/2011,425,Monday,2011,4,25,18,64
4252012,4/25/2012,425,Wednesday,2012,4,25,18,90
4252013,4/25/2013,425,Thursday,2013,4,25,17,68
4252014,4/25/2014,425,Friday,2014,4,25,17,93
4252015,4/25/2015,425,Saturday,2015,4,25,17,102
4252016,4/25/2016,425,Monday,2016,4,25,18,80
4262006,4/26/2006,426,Wednesday,2006,4,26,18,74
4262007,4/26/2007,426,Thursday,2007,4,26,17,99
4262008,4/26/2008,426,Saturday,2008,4,26,17,127
4262009,4/26/2009,426,Sunday,2009,4,26,18,127
4262010,4/26/2010,426,Monday,2010,4,26,18,64
4262011,4/26/2011,426,Tuesday,2011,4,26,18,63
4262012,4/26/2012,426,Thursday,2012,4,26,18,79
4262013,4/26/2013,426,Friday,2013,4,26,17,100
4262014,4/26/2014,426,Saturday,2014,4,26,17,109
4262015,4/26/2015,426,Sunday,2015,4,26,18,106
4262016,4/26/2016,426,Tuesday,2016,4,26,18,69
4272006,4/27/2006,427,Thursday,2006,4,27,18,81
4272007,4/27/2007,427,Friday,2007,4,27,17,113
4272008,4/27/2008,427,Sunday,2008,4,27,18,107
4272009,4/27/2009,427,Monday,2009,4,27,18,93
4272010,4/27/2010,427,Tuesday,2010,4,27,18,60
4272011,4/27/2011,427,Wednesday,2011,4,27,18,59
4272012,4/27/2012,427,Friday,2012,4,27,18,91
4272013,4/27/2013,427,Saturday,2013,4,27,17,122
4272014,4/27/2014,427,Sunday,2014,4,27,18,104
4272015,4/27/2015,427,Monday,2015,4,27,18,76
4272016,4/27/2016,427,Wednesday,2016,4,27,18,79
4282006,4/28/2006,428,Friday,2006,4,28,18,120
4282007,4/28/2007,428,Saturday,2007,4,28,17,152
4282008,4/28/2008,428,Monday,2008,4,28,18,71
4282009,4/28/2009,428,Tuesday,2009,4,28,18,84
4282010,4/28/2010,428,Wednesday,2010,4,28,18,66
4282011,4/28/2011,428,Thursday,2011,4,28,18,75
4282012,4/28/2012,428,Saturday,2012,4,28,18,120
4282013,4/28/2013,428,Sunday,2013,4,28,18,108
4282014,4/28/2014,428,Monday,2014,4,28,18,72
4282015,4/28/2015,428,Tuesday,2015,4,28,18,86
4282016,4/28/2016,428,Thursday,2016,4,28,18,74
4292006,4/29/2006,429,Saturday,2006,4,29,18,141
4292007,4/29/2007,429,Sunday,2007,4,29,18,162
4292008,4/29/2008,429,Tuesday,2008,4,29,18,85
4292009,4/29/2009,429,Wednesday,2009,4,29,18,82
4292010,4/29/2010,429,Thursday,2010,4,29,18,67
4292011,4/29/2011,429,Friday,2011,4,29,18,77
4292012,4/29/2012,429,Sunday,2012,4,29,19,113
4292013,4/29/2013,429,Monday,2013,4,29,18,77
4292014,4/29/2014,429,Tuesday,2014,4,29,18,65
4292015,4/29/2015,429,Wednesday,2015,4,29,18,71
4292016,4/29/2016,429,Friday,2016,4,29,18,96
4302006,4/30/2006,430,Sunday,2006,4,30,19,120
4302007,4/30/2007,430,Monday,2007,4,30,18,122
4302008,4/30/2008,430,Wednesday,2008,4,30,18,72
4302009,4/30/2009,430,Thursday,2009,4,30,18,64
4302010,4/30/2010,430,Friday,2010,4,30,18,108
4302011,4/30/2011,430,Saturday,2011,4,30,18,105
4302012,4/30/2012,430,Monday,2012,4,30,19,74
4302013,4/30/2013,430,Tuesday,2013,4,30,18,71
4302014,4/30/2014,430,Wednesday,2014,4,30,18,65
4302015,4/30/2015,430,Thursday,2015,4,30,18,78
4302016,4/30/2016,430,Saturday,2016,4,30,18,147
5012006,5/1/2006,501,Monday,2006,5,1,19,81
5012007,5/1/2007,501,Tuesday,2007,5,1,18,88
5012008,5/1/2008,501,Thursday,2008,5,1,18,95
5012009,5/1/2009,501,Friday,2009,5,1,18,94
5012010,5/1/2010,501,Saturday,2010,5,1,18,115
5012011,5/1/2011,501,Sunday,2011,5,1,19,85
5012012,5/1/2012,501,Tuesday,2012,5,1,19,70
5012013,5/1/2013,501,Wednesday,2013,5,1,18,83
5012014,5/1/2014,501,Thursday,2014,5,1,18,84
5012015,5/1/2015,501,Friday,2015,5,1,18,109
5012016,5/1/2016,501,Sunday,2016,5,1,19,96
5022006,5/2/2006,502,Tuesday,2006,5,2,19,82
5022007,5/2/2007,502,Wednesday,2007,5,2,18,112
5022008,5/2/2008,502,Friday,2008,5,2,18,106
5022009,5/2/2009,502,Saturday,2009,5,2,18,152
5022010,5/2/2010,502,Sunday,2010,5,2,19,87
5022011,5/2/2011,502,Monday,2011,5,2,19,62
5022012,5/2/2012,502,Wednesday,2012,5,2,19,87
5022013,5/2/2013,502,Thursday,2013,5,2,18,75
5022014,5/2/2014,502,Friday,2014,5,2,18,105
5022015,5/2/2015,502,Saturday,2015,5,2,18,137
5022016,5/2/2016,502,Monday,2016,5,2,19,83
5032006,5/3/2006,503,Wednesday,2006,5,3,19,89
5032007,5/3/2007,503,Thursday,2007,5,3,18,121
5032008,5/3/2008,503,Saturday,2008,5,3,18,101
5032009,5/3/2009,503,Sunday,2009,5,3,19,102
5032010,5/3/2010,503,Monday,2010,5,3,19,79
5032011,5/3/2011,503,Tuesday,2011,5,3,19,75
5032012,5/3/2012,503,Thursday,2012,5,3,19,91
5032013,5/3/2013,503,Friday,2013,5,3,18,107
5032014,5/3/2014,503,Saturday,2014,5,3,18,129
5032015,5/3/2015,503,Sunday,2015,5,3,19,160
5032016,5/3/2016,503,Tuesday,2016,5,3,19,85
5042006,5/4/2006,504,Thursday,2006,5,4,19,113
5042007,5/4/2007,504,Friday,2007,5,4,18,130
5042008,5/4/2008,504,Sunday,2008,5,4,19,128
5042009,5/4/2009,504,Monday,2009,5,4,19,73
5042010,5/4/2010,504,Tuesday,2010,5,4,19,75
5042011,5/4/2011,504,Wednesday,2011,5,4,19,59
5042012,5/4/2012,504,Friday,2012,5,4,19,101
5042013,5/4/2013,504,Saturday,2013,5,4,18,120
5042014,5/4/2014,504,Sunday,2014,5,4,19,99
5042015,5/4/2015,504,Monday,2015,5,4,19,93
5042016,5/4/2016,504,Wednesday,2016,5,4,19,76
5052006,5/5/2006,505,Friday,2006,5,5,19,118
5052007,5/5/2007,505,Saturday,2007,5,5,18,146
5052008,5/5/2008,505,Monday,2008,5,5,19,82
5052009,5/5/2009,505,Tuesday,2009,5,5,19,59
5052010,5/5/2010,505,Wednesday,2010,5,5,19,84
5052011,5/5/2011,505,Thursday,2011,5,5,19,75
5052012,5/5/2012,505,Saturday,2012,5,5,19,132
5052013,5/5/2013,505,Sunday,2013,5,5,19,112
5052014,5/5/2014,505,Monday,2014,5,5,19,67
5052015,5/5/2015,505,Tuesday,2015,5,5,19,85
5052016,5/5/2016,505,Thursday,2016,5,5,19,101
5062006,5/6/2006,506,Saturday,2006,5,6,19,145
5062007,5/6/2007,506,Sunday,2007,5,6,19,149
5062008,5/6/2008,506,Tuesday,2008,5,6,19,77
5062009,5/6/2009,506,Wednesday,2009,5,6,19,88
5062010,5/6/2010,506,Thursday,2010,5,6,19,72
5062011,5/6/2011,506,Friday,2011,5,6,19,103
5062012,5/6/2012,506,Sunday,2012,5,6,20,127
5062013,5/6/2013,506,Monday,2013,5,6,19,65
5062014,5/6/2014,506,Tuesday,2014,5,6,19,77
5062015,5/6/2015,506,Wednesday,2015,5,6,19,81
5062016,5/6/2016,506,Friday,2016,5,6,19,102
5072006,5/7/2006,507,Sunday,2006,5,7,20,125
5072007,5/7/2007,507,Monday,2007,5,7,19,97
5072008,5/7/2008,507,Wednesday,2008,5,7,19,86
5072009,5/7/2009,507,Thursday,2009,5,7,19,70
5072010,5/7/2010,507,Friday,2010,5,7,19,110
5072011,5/7/2011,507,Saturday,2011,5,7,19,130
5072012,5/7/2012,507,Monday,2012,5,7,20,68
5072013,5/7/2013,507,Tuesday,2013,5,7,19,67
5072014,5/7/2014,507,Wednesday,2014,5,7,19,67
5072015,5/7/2015,507,Thursday,2015,5,7,19,93
5072016,5/7/2016,507,Saturday,2016,5,7,19,151
5082006,5/8/2006,508,Monday,2006,5,8,20,79
5082007,5/8/2007,508,Tuesday,2007,5,8,19,102
5082008,5/8/2008,508,Thursday,2008,5,8,19,70
5082009,5/8/2009,508,Friday,2009,5,8,19,75
5082010,5/8/2010,508,Saturday,2010,5,8,19,120
5082011,5/8/2011,508,Sunday,2011,5,8,20,113
5082012,5/8/2012,508,Tuesday,2012,5,8,20,91
5082013,5/8/2013,508,Wednesday,2013,5,8,19,73
5082014,5/8/2014,508,Thursday,2014,5,8,19,80
5082015,5/8/2015,508,Friday,2015,5,8,19,112
5082016,5/8/2016,508,Sunday,2016,5,8,20,114
5092006,5/9/2006,509,Tuesday,2006,5,9,20,71
5092007,5/9/2007,509,Wednesday,2007,5,9,19,100
5092008,5/9/2008,509,Friday,2008,5,9,19,91
5092009,5/9/2009,509,Saturday,2009,5,9,19,122
5092010,5/9/2010,509,Sunday,2010,5,9,20,81
5092011,5/9/2011,509,Monday,2011,5,9,20,88
5092012,5/9/2012,509,Wednesday,2012,5,9,20,75
5092013,5/9/2013,509,Thursday,2013,5,9,19,95
5092014,5/9/2014,509,Friday,2014,5,9,19,75
5092015,5/9/2015,509,Saturday,2015,5,9,19,132
5092016,5/9/2016,509,Monday,2016,5,9,20,85
5102006,5/10/2006,510,Wednesday,2006,5,10,20,90
5102007,5/10/2007,510,Thursday,2007,5,10,19,89
5102008,5/10/2008,510,Saturday,2008,5,10,19,119
5102009,5/10/2009,510,Sunday,2009,5,10,20,93
5102010,5/10/2010,510,Monday,2010,5,10,20,81
5102011,5/10/2011,510,Tuesday,2011,5,10,20,68
5102012,5/10/2012,510,Thursday,2012,5,10,20,71
5102013,5/10/2013,510,Friday,2013,5,10,19,96
5102014,5/10/2014,510,Saturday,2014,5,10,19,104
5102015,5/10/2015,510,Sunday,2015,5,10,20,125
5102016,5/10/2016,510,Tuesday,2016,5,10,20,89
5112006,5/11/2006,511,Thursday,2006,5,11,20,95
5112007,5/11/2007,511,Friday,2007,5,11,19,114
5112008,5/11/2008,511,Sunday,2008,5,11,20,111
5112009,5/11/2009,511,Monday,2009,5,11,20,93
5112010,5/11/2010,511,Tuesday,2010,5,11,20,70
5112011,5/11/2011,511,Wednesday,2011,5,11,20,76
5112012,5/11/2012,511,Friday,2012,5,11,20,78
5112013,5/11/2013,511,Saturday,2013,5,11,19,106
5112014,5/11/2014,511,Sunday,2014,5,11,20,114
5112015,5/11/2015,511,Monday,2015,5,11,20,94
5112016,5/11/2016,511,Wednesday,2016,5,11,20,96
5122006,5/12/2006,512,Friday,2006,5,12,20,130
5122007,5/12/2007,512,Saturday,2007,5,12,19,163
5122008,5/12/2008,512,Monday,2008,5,12,20,69
5122009,5/12/2009,512,Tuesday,2009,5,12,20,75
5122010,5/12/2010,512,Wednesday,2010,5,12,20,57
5122011,5/12/2011,512,Thursday,2011,5,12,20,89
5122012,5/12/2012,512,Saturday,2012,5,12,20,107
5122013,5/12/2013,512,Sunday,2013,5,12,20,83
5122014,5/12/2014,512,Monday,2014,5,12,20,77
5122015,5/12/2015,512,Tuesday,2015,5,12,20,87
5122016,5/12/2016,512,Thursday,2016,5,12,20,96
5132006,5/13/2006,513,Saturday,2006,5,13,20,152
5132007,5/13/2007,513,Sunday,2007,5,13,20,130
5132008,5/13/2008,513,Tuesday,2008,5,13,20,70
5132009,5/13/2009,513,Wednesday,2009,5,13,20,82
5132010,5/13/2010,513,Thursday,2010,5,13,20,86
5132011,5/13/2011,513,Friday,2011,5,13,20,105
5132012,5/13/2012,513,Sunday,2012,5,13,21,124
5132013,5/13/2013,513,Monday,2013,5,13,20,63
5132014,5/13/2014,513,Tuesday,2014,5,13,20,78
5132015,5/13/2015,513,Wednesday,2015,5,13,20,89
5132016,5/13/2016,513,Friday,2016,5,13,20,118
5142006,5/14/2006,514,Sunday,2006,5,14,21,105
5142007,5/14/2007,514,Monday,2007,5,14,20,94
5142008,5/14/2008,514,Wednesday,2008,5,14,20,70
5142009,5/14/2009,514,Thursday,2009,5,14,20,86
5142010,5/14/2010,514,Friday,2010,5,14,20,83
5142011,5/14/2011,514,Saturday,2011,5,14,20,111
5142012,5/14/2012,514,Monday,2012,5,14,21,63
5142013,5/14/2013,514,Tuesday,2013,5,14,20,68
5142014,5/14/2014,514,Wednesday,2014,5,14,20,72
5142015,5/14/2015,514,Thursday,2015,5,14,20,96
5142016,5/14/2016,514,Saturday,2016,5,14,20,129
5152006,5/15/2006,515,Monday,2006,5,15,21,109
5152007,5/15/2007,515,Tuesday,2007,5,15,20,90
5152008,5/15/2008,515,Thursday,2008,5,15,20,85
5152009,5/15/2009,515,Friday,2009,5,15,20,111
5152010,5/15/2010,515,Saturday,2010,5,15,20,110
5152011,5/15/2011,515,Sunday,2011,5,15,21,87
5152012,5/15/2012,515,Tuesday,2012,5,15,21,76
5152013,5/15/2013,515,Wednesday,2013,5,15,20,88
5152014,5/15/2014,515,Thursday,2014,5,15,20,59
5152015,5/15/2015,515,Friday,2015,5,15,20,74
5152016,5/15/2016,515,Sunday,2016,5,15,21,120
5162006,5/16/2006,516,Tuesday,2006,5,16,21,102
5162007,5/16/2007,516,Wednesday,2007,5,16,20,88
5162008,5/16/2008,516,Friday,2008,5,16,20,105
5162009,5/16/2009,516,Saturday,2009,5,16,20,129
5162010,5/16/2010,516,Sunday,2010,5,16,21,82
5162011,5/16/2011,516,Monday,2011,5,16,21,82
5162012,5/16/2012,516,Wednesday,2012,5,16,21,98
5162013,5/16/2013,516,Thursday,2013,5,16,20,74
5162014,5/16/2014,516,Friday,2014,5,16,20,94
5162015,5/16/2015,516,Saturday,2015,5,16,20,114
5162016,5/16/2016,516,Monday,2016,5,16,21,92
5172006,5/17/2006,517,Wednesday,2006,5,17,21,89
5172007,5/17/2007,517,Thursday,2007,5,17,20,100
5172008,5/17/2008,517,Saturday,2008,5,17,20,125
5172009,5/17/2009,517,Sunday,2009,5,17,21,107
5172010,5/17/2010,517,Monday,2010,5,17,21,65
5172011,5/17/2011,517,Tuesday,2011,5,17,21,70
5172012,5/17/2012,517,Thursday,2012,5,17,21,82
